file name,number of words
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_1725057_0001564590-21-009508_1.txt,2252142
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_31462_0001558370-21-001916_1.txt,2928725
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_35527_0000035527-21-000100_1.txt,3300345
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_49196_0000049196-21-000018_1.txt,2254032
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_65984_0000065984-21-000096_1.txt,12759887
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_713676_0000713676-21-000025_1.txt,2913481
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_73309_0001564590-21-009503_1.txt,1678778
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_764180_0000764180-21-000037_1.txt,1517735
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_766421_0000766421-21-000018_1.txt,1159954
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_789570_0001564590-21-009205_1.txt,2248639
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_797468_0000797468-21-000009_1.txt,1678975
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_831001_0000831001-21-000042_1.txt,6285654
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_84839_0001171200-21-000076_1.txt,563847
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_858470_0000858470-21-000013_1.txt,1022042
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_864749_0000864749-21-000029_1.txt,809040
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_884887_0000884887-21-000006_1.txt,5565201
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_895421_0000895421-21-000286_1.txt,3481572
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_898173_0000898173-21-000012_1.txt,927800
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_906709_0000906709-21-000005_1.txt,778979
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_921738_0000921738-21-000009_1.txt,1425741
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210226_10-K_edgar_data_947484_0000947484-21-000028_1.txt,2665215
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_100517_0000100517-21-000016_1.txt,1295188
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1013871_0001013871-21-000005_1.txt,2031261
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1022671_0001558370-21-002129_1.txt,1272948
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1038357_0001038357-21-000016_1.txt,1128161
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1050915_0001050915-21-000009_1.txt,1106023
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1280452_0001437749-21-004587_1.txt,840091
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1297996_0001558370-21-002191_1.txt,3035000
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1335258_0001335258-21-000009_1.txt,1117105
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1378946_0001628280-21-003563_1.txt,2348780
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1494877_0001558370-21-002191_1.txt,3035000
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1543151_0001543151-21-000014_1.txt,1507514
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1575828_0001575828-21-000009_1.txt,802967
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1585364_0001585364-21-000012_1.txt,1537987
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1590895_0001590895-21-000085_1.txt,1568498
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1707925_0001628280-21-003574_1.txt,1405560
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_1792044_0001792044-21-000009_1.txt,1589573
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_4447_0001628280-21-003531_1.txt,1175876
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_719739_0000719739-21-000023_1.txt,2594519
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_731766_0000731766-21-000013_1.txt,1192393
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_788784_0000788784-21-000007_1.txt,4131067
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_80661_0000080661-21-000014_1.txt,1677012
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_818479_0000818479-21-000007_1.txt,1439469
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210301_10-K_edgar_data_865752_0001104659-21-029943_1.txt,1245206
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210302_10-K_edgar_data_31791_0000031791-21-000003_1.txt,1590893
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210305_10-K_edgar_data_1681459_0001681459-21-000043_1.txt,1599527
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210310_10-K_edgar_data_27419_0000027419-21-000010_1.txt,759326
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210312_10-K_edgar_data_922864_0001564590-21-012671_1.txt,1985429
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210316_10-K_edgar_data_39911_0000039911-21-000021_1.txt,689367
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210316_10-K_edgar_data_72333_0000072333-21-000099_1.txt,596849
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210316_10-K_edgar_data_935703_0000935703-21-000014_1.txt,626760
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210317_10-K_edgar_data_1108524_0001108524-22-000008_1.txt,985500
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210318_10-K_edgar_data_885639_0001564590-21-014145_1.txt,1158277
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210319_10-K_edgar_data_104169_0000104169-21-000033_1.txt,810251
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210319_10-K_edgar_data_29534_0001558370-21-003245_1.txt,842207
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210319_10-K_edgar_data_764478_0000764478-21-000024_1.txt,2620782
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210319_10-K_edgar_data_769397_0000769397-21-000014_1.txt,911411
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210322_10-K_edgar_data_60667_0000060667-21-000026_1.txt,834659
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210324_10-K_edgar_data_354950_0000354950-21-000089_1.txt,701217
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210325_10-K_edgar_data_850209_0000850209-21-000003_1.txt,1449258
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210326_10-K_edgar_data_1403568_0001558370-21-003523_1.txt,924779
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210329_10-K_edgar_data_794367_0001564590-21-016119_1.txt,2839396
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210330_10-K_edgar_data_1397187_0001397187-21-000009_1.txt,762472
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210330_10-K_edgar_data_56873_0001558370-21-003706_1.txt,1714693
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210330_10-K_edgar_data_745732_0000745732-21-000017_1.txt,529326
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210331_10-K_edgar_data_109198_0000109198-21-000006_1.txt,994113
D:\python_working_fold\7871NLP\hw1\data\2021\QTR1\20210331_10-K_edgar_data_78239_0000078239-21-000017_1.txt,1457732
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210420_10-K_edgar_data_1170010_0001170010-21-000053_1.txt,882639
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210420_10-K_edgar_data_16918_0000016918-21-000060_1.txt,1355997
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210512_10-K_edgar_data_927653_0000927653-21-000039_1.txt,1564485
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210514_10-K_edgar_data_743988_0000743988-21-000016_1.txt,813392
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210518_10-K_edgar_data_827054_0000827054-21-000106_1.txt,987591
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210519_10-K_edgar_data_946581_0001628280-21-010627_1.txt,847040
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210520_10-K_edgar_data_1037038_0001037038-21-000022_1.txt,1172780
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210521_10-K_edgar_data_815094_0001564590-21-029314_1.txt,1758845
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210524_10-K_edgar_data_1604778_0001604778-21-000032_1.txt,677337
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210526_10-K_edgar_data_1530721_0001530721-21-000057_1.txt,1014384
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210526_10-K_edgar_data_712515_0000712515-21-000064_1.txt,935838
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210527_10-K_edgar_data_103379_0000103379-21-000006_1.txt,1420852
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210528_10-K_edgar_data_1688568_0001688568-21-000029_1.txt,1593893
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210528_10-K_edgar_data_1757898_0001757898-21-000017_1.txt,1363180
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210615_10-K_edgar_data_12659_0001838862-21-000028_1.txt,603534
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210617_10-K_edgar_data_91419_0000091419-21-000048_1.txt,1040229
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210621_10-K_edgar_data_1002047_0001564590-21-033645_1.txt,1788362
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210621_10-K_edgar_data_1341439_0001564590-21-033616_1.txt,2020388
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210625_10-K_edgar_data_1613103_0001613103-21-000027_1.txt,1448121
D:\python_working_fold\7871NLP\hw1\data\2021\QTR2\20210630_10-K_edgar_data_40704_0001193125-21-204830_1.txt,2096471
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210716_10-K_edgar_data_723531_0000723531-21-000035_1.txt,2500676
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210719_10-K_edgar_data_1048911_0001564590-21-037031_1.txt,2960389
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210720_10-K_edgar_data_320187_0000320187-21-000028_1.txt,940895
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210723_10-K_edgar_data_23217_0001564590-21-037738_1.txt,2724654
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210723_10-K_edgar_data_940944_0000940944-21-000041_1.txt,1027115
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210727_10-K_edgar_data_1679273_0001558370-21-009330_1.txt,1187832
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210728_10-K_edgar_data_723254_0000723254-21-000021_1.txt,764452
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210729_10-K_edgar_data_789019_0001564590-21-039151_1.txt,2375070
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210804_10-K_edgar_data_8670_0000008670-21-000027_1.txt,969252
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210806_10-K_edgar_data_1137789_0001137789-21-000049_1.txt,1046311
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210806_10-K_edgar_data_319201_0000319201-21-000029_1.txt,1306471
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210806_10-K_edgar_data_80424_0000080424-21-000100_1.txt,1001071
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210810_10-K_edgar_data_1564708_0001564708-21-000029_1.txt,1457132
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210810_10-K_edgar_data_1754301_0001564590-21-043103_1.txt,2393884
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210810_10-K_edgar_data_21076_0000021076-21-000016_1.txt,1061180
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210812_10-K_edgar_data_1383312_0001383312-21-000047_1.txt,1114720
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210816_10-K_edgar_data_721371_0000721371-21-000080_1.txt,968313
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210817_10-K_edgar_data_707549_0000707549-21-000136_1.txt,886178
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210817_10-K_edgar_data_943819_0000943819-21-000017_1.txt,2209153
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210819_10-K_edgar_data_1116132_0001116132-21-000020_1.txt,1051822
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210820_10-K_edgar_data_743316_0000743316-21-000025_1.txt,831454
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210824_10-K_edgar_data_1748790_0001748790-21-000031_1.txt,1306589
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210825_10-K_edgar_data_76334_0000076334-21-000187_1.txt,1013278
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210825_10-K_edgar_data_779152_0000779152-21-000073_1.txt,552179
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210825_10-K_edgar_data_842023_0001437749-21-020980_1.txt,843406
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210826_10-K_edgar_data_1024305_0001024305-21-000063_1.txt,1674888
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210827_10-K_edgar_data_1001250_0001001250-21-000127_1.txt,1819383
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210827_10-K_edgar_data_106040_0000106040-21-000040_1.txt,893293
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210830_10-K_edgar_data_1596783_0001596783-21-000110_1.txt,1175646
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210830_10-K_edgar_data_96021_0000096021-21-000093_1.txt,1417538
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210903_10-K_edgar_data_1327567_0001327567-21-000029_1.txt,1019405
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210908_10-K_edgar_data_896878_0000896878-21-000233_1.txt,937838
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210909_10-K_edgar_data_858877_0000858877-21-000013_1.txt,1372120
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210923_10-K_edgar_data_16732_0000016732-21-000103_1.txt,1269294
D:\python_working_fold\7871NLP\hw1\data\2021\QTR3\20210927_10-K_edgar_data_900075_0000900075-21-000022_1.txt,726510
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211006_10-K_edgar_data_909832_0000909832-21-000014_1.txt,515876
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211008_10-K_edgar_data_723125_0000723125-21-000065_1.txt,943101
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211014_10-K_edgar_data_1618921_0001618921-21-000085_1.txt,1290953
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211015_10-K_edgar_data_1467373_0001467373-21-000229_1.txt,952280
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211022_10-K_edgar_data_1013237_0001013237-21-000142_1.txt,760906
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211022_10-K_edgar_data_898293_0001193125-21-305429_1.txt,1074160
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211025_10-K_edgar_data_866787_0001558370-21-013446_1.txt,820241
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211029_10-K_edgar_data_320193_0000320193-21-000105_1.txt,590540
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211103_10-K_edgar_data_804328_0001728949-21-000076_1.txt,727372
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211109_10-K_edgar_data_1024478_0001024478-21-000083_1.txt,1170448
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211109_10-K_edgar_data_1385157_0001558370-21-015228_1.txt,2006927
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211110_10-K_edgar_data_814547_0000814547-21-000019_1.txt,829554
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211112_10-K_edgar_data_731802_0000731802-21-000040_1.txt,1169604
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211115_10-K_edgar_data_100493_0000100493-21-000122_1.txt,1125240
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211115_10-K_edgar_data_32604_0000032604-21-000038_1.txt,803933
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211115_10-K_edgar_data_833444_0000833444-21-000046_1.txt,1463439
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211116_10-K_edgar_data_1048695_0001048695-21-000044_1.txt,790036
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211116_10-K_edgar_data_1260221_0001260221-21-000134_1.txt,1292703
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211116_10-K_edgar_data_859737_0000859737-21-000023_1.txt,1300259
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211118_10-K_edgar_data_1403161_0001403161-21-000060_1.txt,1133446
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211118_10-K_edgar_data_2969_0000002969-21-000055_1.txt,1454209
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211118_10-K_edgar_data_46765_0000046765-21-000044_1.txt,989613
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211118_10-K_edgar_data_882184_0000882184-21-000190_1.txt,988083
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211119_10-K_edgar_data_1732845_0001564590-21-057778_1.txt,3178522
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211119_10-K_edgar_data_38777_0000038777-21-000205_1.txt,1113474
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211119_10-K_edgar_data_829224_0000829224-21-000086_1.txt,1055643
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211122_10-K_edgar_data_857005_0001564590-21-057806_1.txt,1897427
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211123_10-K_edgar_data_1140859_0001140859-21-000058_1.txt,782238
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211123_10-K_edgar_data_52988_0000052988-21-000065_1.txt,1264976
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211123_10-K_edgar_data_720005_0000720005-21-000106_1.txt,2277607
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211124_10-K_edgar_data_10795_0000010795-21-000091_1.txt,1181250
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211124_10-K_edgar_data_1744489_0001744489-21-000220_1.txt,1604135
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211124_10-K_edgar_data_4127_0000004127-21-000058_1.txt,616484
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211203_10-K_edgar_data_6281_0000006281-21-000294_1.txt,1133500
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211209_10-K_edgar_data_47217_0000047217-21-000060_1.txt,1477453
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211210_10-K_edgar_data_1645590_0001645590-21-000068_1.txt,1773410
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211210_10-K_edgar_data_48465_0000048465-21-000067_1.txt,1104338
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211210_10-K_edgar_data_711404_0000711404-21-000038_1.txt,918152
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211213_10-K_edgar_data_883241_0000883241-21-000022_1.txt,870885
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211216_10-K_edgar_data_315189_0001558370-21-016864_1.txt,4361821
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211217_10-K_edgar_data_1090872_0001090872-21-000027_1.txt,1402958
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211217_10-K_edgar_data_1601046_0001601046-21-000197_1.txt,1194245
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211217_10-K_edgar_data_1730168_0001730168-21-000153_1.txt,973235
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211217_10-K_edgar_data_6951_0000006951-21-000043_1.txt,1070267
D:\python_working_fold\7871NLP\hw1\data\2021\QTR4\20211217_10-K_edgar_data_72331_0000072331-21-000079_1.txt,1058417
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220121_10-K_edgar_data_796343_0000796343-22-000032_1.txt,849580
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220124_10-K_edgar_data_1598014_0001598014-22-000011_1.txt,888595
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220125_10-K_edgar_data_936468_0000936468-22-000008_1.txt,1048839
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220126_10-K_edgar_data_1067701_0001067701-22-000008_1.txt,960122
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220126_10-K_edgar_data_87347_0001564590-22-002421_1.txt,2642898
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220127_10-K_edgar_data_1065280_0001065280-22-000036_1.txt,526757
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220127_10-K_edgar_data_1133421_0001133421-22-000004_1.txt,1059071
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220127_10-K_edgar_data_50863_0000050863-22-000007_1.txt,1219210
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220127_10-K_edgar_data_63754_0000063754-22-000005_1.txt,1040648
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220127_10-K_edgar_data_815097_0000815097-22-000009_1.txt,1132121
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220128_10-K_edgar_data_1091667_0001091667-22-000024_1.txt,961953
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220128_10-K_edgar_data_96223_0000096223-22-000006_1.txt,2264331
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220131_10-K_edgar_data_1035443_0001035443-22-000040_1.txt,1810663
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220131_10-K_edgar_data_12927_0000012927-22-000010_1.txt,1326501
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220202_10-K_edgar_data_1166691_0001166691-22-000009_1.txt,1061128
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220202_10-K_edgar_data_1467858_0001467858-22-000034_1.txt,1533455
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220202_10-K_edgar_data_1652044_0001652044-22-000019_1.txt,881184
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_1035267_0001035267-22-000014_1.txt,955369
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_1326801_0001326801-22-000018_1.txt,707666
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_1373715_0001373715-22-000024_1.txt,687423
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_1571949_0001571949-22-000006_1.txt,1409817
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_1633917_0001633917-22-000027_1.txt,1367306
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_2488_0000002488-22-000016_1.txt,638446
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220203_10-K_edgar_data_875045_0000875045-22-000007_1.txt,1376214
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_100885_0001437749-22-002494_1.txt,891393
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_1018724_0001018724-22-000005_1.txt,870590
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_1103982_0001103982-22-000003_1.txt,1490917
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_1300514_0001300514-22-000007_1.txt,1178214
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_1751788_0001751788-22-000011_1.txt,2074230
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_1781335_0001781335-22-000007_1.txt,1171243
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_37996_0000037996-22-000013_1.txt,1806249
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_45012_0000045012-22-000013_1.txt,703389
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_702165_0000702165-22-000007_1.txt,821806
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220204_10-K_edgar_data_97476_0000097476-22-000009_1.txt,780715
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_1318605_0000950170-22-000796_1.txt,2676010
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_1506307_0001506307-22-000018_1.txt,1606141
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_1521332_0001521332-22-000010_1.txt,1561388
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_815556_0000815556-22-000009_1.txt,565052
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_822416_0000822416-22-000007_1.txt,632750
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_872589_0001804220-22-000007_1.txt,892509
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220207_10-K_edgar_data_92380_0000092380-22-000007_1.txt,2354726
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220208_10-K_edgar_data_1783180_0001783180-22-000010_1.txt,1227629
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220208_10-K_edgar_data_26172_0000026172-22-000008_1.txt,1539197
D:\python_working_fold\7871NLP\hw1\data\2022\QTR1\20220208_10-K_edgar_data_60086_0000060086-22-000007_1.txt,2139554
