File,TF-IDF,Proportion Weight,Excess Return 3D,Excess Return 4D
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004962\10-Q\0000004962-22-000054\full-submission.txt,0.1151519501031889,0.2168437470927391,-0.024737000000000002,0.023511000000000008
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000073\full-submission.txt,0.4116563226895836,0.8730664781148434,-0.014711999999999996,-0.071201
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000114\full-submission.txt,0.9804471680145777,0.8860252878933164,0.006561000000000001,0.008387
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-18-000152\full-submission.txt,0.7904258821241363,0.0596922665404173,0.023443999999999993,0.056070999999999996
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000077\full-submission.txt,0.4988093693375111,0.6702041159496457,0.053752,0.071855
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000136\full-submission.txt,0.5295909336435307,0.2538763613024134,-0.057904,-0.10367700000000002
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-19-000175\full-submission.txt,0.8533422548870685,0.4274365246592351,0.055034,0.04582900000000001
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000056\full-submission.txt,0.3195044263889682,0.4440082829780246,-0.118284,-0.04028000000000001
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000104\full-submission.txt,0.8416461924324578,0.5253642282114717,-0.057940000000000005,-0.063727
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-20-000130\full-submission.txt,0.5423235305533807,0.815370963103719,-0.07017000000000001,-0.17127
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000063\full-submission.txt,0.6568444992641158,0.3344531153337202,0.038489999999999996,0.041301000000000004
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000123\full-submission.txt,0.4819793622415363,0.2467979834819671,0.07578399999999998,0.08364299999999998
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-21-000145\full-submission.txt,0.5209893726885597,0.1614713692194318,-0.11007800000000001,-0.119439
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000076\full-submission.txt,0.5230336940681789,0.174259859340224,-0.13919499999999996,-0.25639999999999996
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000125\full-submission.txt,0.4784762505021812,0.7693717479931939,0.084899,0.12599500000000002
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000004977\10-Q\0000004977-22-000145\full-submission.txt,0.4982688003964218,0.994455919768909,0.048521,0.050317
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000031\full-submission.txt,0.5064103867630252,0.8342140582112012,-0.162336,-0.18734999999999996
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000037\full-submission.txt,0.7110894033259768,0.5341886069026613,-0.096551,-0.077841
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-18-000043\full-submission.txt,0.7958649077969565,0.7037399765555649,0.164561,0.297253
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000031\full-submission.txt,0.0448206787833525,0.8706455812504313,0.165914,0.240252
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000047\full-submission.txt,0.9420601959572164,0.1187948930003129,0.12302600000000001,0.12533
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-19-000054\full-submission.txt,0.8093804699552934,0.0847454364458032,0.10975399999999999,0.12077700000000002
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-22-000021\full-submission.txt,0.9251344653074396,0.0418843116749293,0.204738,0.25160400000000005
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0000005272-22-000027\full-submission.txt,0.3643790627516216,0.938971278115348,0.03392,0.030240000000000003
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-056631\full-submission.txt,0.3141293385267458,0.1435461140699984,0.15295899999999998,0.14103700000000002
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-090177\full-submission.txt,0.1035362966537062,0.5603849432505169,-0.11544700000000001,-0.179415
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-20-122282\full-submission.txt,0.7268974803287004,0.2674952125552324,0.334626,0.42967
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-062977\full-submission.txt,0.5867103321098744,0.1767688775272593,0.12276699999999999,0.181271
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-101301\full-submission.txt,0.4484270464756297,0.5719766938004356,0.254456,0.30994999999999995
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-21-134956\full-submission.txt,0.7705709527804873,0.9862268674829968,-0.07526799999999999,-0.04954399999999999
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000005272\10-Q\0001104659-22-056167\full-submission.txt,0.4375099389581364,0.9054614046732408,0.03216599999999997,0.12360399999999996
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000018\full-submission.txt,0.5900920614264696,0.5597715085858462,-0.075762,-0.052892
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000084\full-submission.txt,0.0788209596800567,0.6701105834617528,0.060277,0.030862999999999998
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-18-000106\full-submission.txt,0.8849690173816037,0.743420120681218,0.103631,0.08277999999999999
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-19-000013\full-submission.txt,0.9334731401271644,0.8460417965261394,0.012669000000000001,0.0021390000000000003
C:\Users\max20\Downloads\NLP\sec-edgar-filings\0000006281\10-Q\0000006281-19-000089\full-submission.txt,0.3477046097184998,0.0989652543988885,0.006081000000000003,-0.009537999999999998
